Mod:Item:MetaData, Localized Name
ancientwarfarenpc:giant_club, Giant Club
ancientwarfarenpc:ice_spear, Ice Spear
ancientwarfarenpc:food_bundle, Food Bundle
ancientwarfarenpc:wooden_spear, Wooden Spear
ancientwarfarenpc:stone_spear, Stone Spear
ancientwarfarenpc:iron_spear, Iron Spear
ancientwarfarenpc:golden_spear, Golden Spear
ancientwarfarenpc:diamond_spear, Diamond Spear
ancientwarfarenpc:wooden_halberd, Wooden Halberd
ancientwarfarenpc:stone_halberd, Stone Halberd
ancientwarfarenpc:iron_halberd, Iron Halberd
ancientwarfarenpc:golden_halberd, Golden Halberd
ancientwarfarenpc:diamond_halberd, Diamond Halberd
ancientwarfarenpc:wooden_lance, Wooden Lance
ancientwarfarenpc:stone_lance, Stone Lance
ancientwarfarenpc:iron_lance, Iron Lance
ancientwarfarenpc:golden_lance, Golden Lance
ancientwarfarenpc:diamond_lance, Diamond Lance
ancientwarfarenpc:wooden_cleaver, Wooden Cleaver
ancientwarfarenpc:stone_cleaver, Stone Cleaver
ancientwarfarenpc:iron_cleaver, Iron Cleaver
ancientwarfarenpc:golden_cleaver, Golden Cleaver
ancientwarfarenpc:diamond_cleaver, Diamond Cleaver
ancientwarfarenpc:obsidian_spear, Obsidian Spear
ancientwarfarenpc:town_hall, Town Hall
ancientwarfarestructure:advanced_spawner, Advanced Monster Spawner
ancientwarfarestructure:gate_proxy, Gate Proxy Block
ancientwarfarestructure:drafting_station, Drafting Bench
ancientwarfarestructure:structure_builder_ticked, Survival Structure Builder
ancientwarfarestructure:sound_block, Sound Block
ancientwarfarestructure:structure_scanner_block, Structure Scanner
ancientwarfarestructure:advanced_loot_chest, Advanced Loot Chest
ancientwarfarestructure:fire_pit, tile.fire_pit.name
ancientwarfarestructure:totem_part, Totem Part
ancientwarfarestructure:brazier_ember, tile.brazier_ember.name
ancientwarfarestructure:brazier_flame, tile.brazier_flame.name
ancientwarfarestructure:altar_short_cloth, Altar With Short %s Cloth on top
ancientwarfarestructure:altar_long_cloth, Altar With Long %s Cloth on top
ancientwarfarestructure:altar_candle, %s Altar Candle
ancientwarfarestructure:altar_lectern, Altar Lectern
ancientwarfarestructure:altar_sun, Altar Sun
ancientwarfarestructure:protection_flag, %s Protection Flag
ancientwarfarestructure:decorative_flag, %s Banner
ancientwarfarestructure:golden_idol, Golden Idol
ancientwarfarestructure:orc_totem_1, Orc Totem 1
ancientwarfarestructure:orc_totem_2, Orc Totem 2
ancientwarfarestructure:orc_totem_2_lit, Orc Totem 2 Lit
ancientwarfarestructure:goblin_totem_1, Goblin Totem 1
ancientwarfarestructure:goblin_totem_2, Goblin Totem 2
ancientwarfarestructure:goblin_totem_2_lit, Goblin Totem 2 Lit
ancientwarfarestructure:loot_basket, Basket
ancientwarfarestructure:wooden_coffin, tile.wooden_coffin.name
ancientwarfarestructure:stone_coffin, tile.stone_coffin.name
ancientwarfarestructure:stool, tile.stool.name
ancientwarfarestructure:urn, Urn
ancientwarfarestructure:table, tile.table.name
ancientwarfarestructure:chair, tile.chair.name
ancientwarfarestructure:tribal_stool, Tribal Stool
ancientwarfarestructure:wooden_throne, Wooden Throne
ancientwarfarestructure:golden_throne, Golden Throne
ancientwarfarestructure:wooden_post, Wooden Post
ancientwarfarestructure:iron_cage, Iron Cage
ancientwarfarestructure:gibbet, Gibbet
ancientwarfarestructure:stretching_rack, Stretching Rack
ancientwarfarestructure:stake, tile.stake.name
ancientwarfarestructure:bench, Outdoor Bench
ancientwarfarestructure:tribal_chair, Tribal Chair
ancientwarfarestructure:scissor_seat, Scissor Seat
ancientwarfarestructure:statue, tile.statue.name
ancientwarfarestructure:coin_stack_copper, Copper Owl Stack
ancientwarfarestructure:coin_stack_silver, Silver Stag Stack
ancientwarfarestructure:coin_stack_gold, Gold Dragon Stack
ancientwarfarestructure:coin_stack_ancient, Ancient Coin Stack
ancientwarfarestructure:gravestone, Grave
ancientwarfarestructure:structure_scanner, Structure Scanner
ancientwarfarestructure:structure_builder, Structure Builder
ancientwarfarestructure:structure_builder_world_gen, WorldGen Structure Builder
ancientwarfarestructure:town_builder, Instant Town Building Tool
ancientwarfarestructure:spawner_placer, Mob Spawner Placement Tool
ancientwarfarestructure:gate_spawner:0, Wooden Gate (vert. open)
ancientwarfarestructure:gate_spawner:1, Iron Gate (vert. open)
ancientwarfarestructure:gate_spawner:4, Wooden Gate (slide open)
ancientwarfarestructure:gate_spawner:5, Iron Gate (slide open)
ancientwarfarestructure:gate_spawner:8, Wooden Gate (split open)
ancientwarfarestructure:gate_spawner:9, Iron Gate (split open)
ancientwarfarestructure:gate_spawner:12, Drawbridge (rotate open)
ancientwarfarestructure:construction_tool, Construction Tool
ancientwarfarestructure:construction_tool_lakes, Lake Construction Tool
ancientwarfarestructure:block_info_clicker, Block Info Tool
ancientwarfarestructure:loot_chest_placer, Loot Chest Placer
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:0, Catapult Stand Fixed
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:1, Catapult Stand Turret
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:2, Catapult Mobile Fixed
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:3, Catapult Mobile Turret
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:4, Ballista Stand Fixed
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:5, Ballista Stand Turret
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:6, Ballista Mobile Fixed
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:7, Ballista Mobile Turret
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:8, Battering Ram
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:9, Cannon Stand Fixed
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:10, Cannon Stand Turret
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:11, Cannon Mobile Fixed
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:12, Hwacha
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:13, Trebuchet Stand Fixed
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:14, Trebuchet Stand Turret
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:15, Trebuchet Mobile Fixed
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:16, Giant Trebuchet
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:17, Chest Cart
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:18, Boat Ballista
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:19, Boat Catapult
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:spawner:20, Boat Transport
ancientwarfarevehicle:flame_charge, Flame Charge
ancientwarfarevehicle:explosive_charge, Explosive Charge
ancientwarfarevehicle:rocket_charge, Rocket Charge
ancientwarfarevehicle:cluster_charge, Cluster Charge
ancientwarfarevehicle:napalm_charge, Napalm Charge
ancientwarfarevehicle:clay_casing, Clay Casing
ancientwarfarevehicle:iron_casing, Iron Casing
ancientwarfarevehicle:mobility_unit, Mobility Unit
ancientwarfarevehicle:turret_components, Turret Unit
ancientwarfarevehicle:torsion_unit, Torsion Unit
ancientwarfarevehicle:counter_weight_unit, Counterweight Unit
ancientwarfarevehicle:powder_case, Powder Case
ancientwarfarevehicle:equipment_bay, Equipment Bay
ancientwarfarevehicle:rough_wood, Rough Wood
ancientwarfarevehicle:treated_wood, Treated Wood
ancientwarfarevehicle:ironshod_wood, Ironshod Wood
ancientwarfarevehicle:iron_core_wood, Iron Core Wood
ancientwarfarevehicle:rough_iron, Rough Iron
ancientwarfarevehicle:fine_iron, Fine Iron
ancientwarfarevehicle:tempered_iron, Tempered Iron
ancientwarfarevehicle:minor_alloy, Minor Alloy
ancientwarfarevehicle:major_alloy, Major Alloy
ancientwarfarevehicle:ammo_ball_shot, Stone Ball Shot
ancientwarfarevehicle:ammo_iron_ball_shot, Iron Ball Shot
ancientwarfarevehicle:ammo_stone_shot_10, Stone Shot 10kg
ancientwarfarevehicle:ammo_stone_shot_15, Stone Shot 15kg
ancientwarfarevehicle:ammo_stone_shot_30, Stone Shot 30kg
ancientwarfarevehicle:ammo_stone_shot_45, Stone Shot 45kg
ancientwarfarevehicle:ammo_flame_shot_10, Flame Shot 10kg
ancientwarfarevehicle:ammo_flame_shot_15, Flame Shot 15kg
ancientwarfarevehicle:ammo_flame_shot_30, Flame Shot 30kg
ancientwarfarevehicle:ammo_flame_shot_45, Flame Shot 45kg
ancientwarfarevehicle:ammo_explosive_shot_10, Explosive Shot 10kg
ancientwarfarevehicle:ammo_explosive_shot_15, Explosive Shot 15kg
ancientwarfarevehicle:ammo_explosive_shot_30, Explosive Shot 30kg
ancientwarfarevehicle:ammo_explosive_shot_45, Explosive Shot 45kg
ancientwarfarevehicle:ammo_explosive_shot_10_big, High Explosive Shot 10kg
ancientwarfarevehicle:ammo_explosive_shot_15_big, High Explosive Shot 15kg
ancientwarfarevehicle:ammo_explosive_shot_30_big, High Explosive Shot 30kg
ancientwarfarevehicle:ammo_explosive_shot_45_big, High Explosive Shot 45kg
ancientwarfarevehicle:ammo_napalm_shot_10, Dragon Fire 10kg
ancientwarfarevehicle:ammo_napalm_shot_15, Dragon Fire 15kg
ancientwarfarevehicle:ammo_napalm_shot_30, Dragon Fire 30kg
ancientwarfarevehicle:ammo_napalm_shot_45, Dragon Fire 45kg
ancientwarfarevehicle:ammo_cluster_shot_10, Cluster Shot 10kg
ancientwarfarevehicle:ammo_cluster_shot_15, Cluster Shot 15kg
ancientwarfarevehicle:ammo_cluster_shot_30, Cluster Shot 30kg
ancientwarfarevehicle:ammo_cluster_shot_45, Cluster Shot 45kg
ancientwarfarevehicle:ammo_pebble_shot_10, Pebble Shot 10kg
ancientwarfarevehicle:ammo_pebble_shot_15, Pebble Shot 15kg
ancientwarfarevehicle:ammo_pebble_shot_30, Pebble Shot 30kg
ancientwarfarevehicle:ammo_pebble_shot_45, Pebble Shot 45kg
ancientwarfarevehicle:ammo_iron_shot_5_10, Cannonball 5kg
ancientwarfarevehicle:ammo_iron_shot_10_15, Cannonball 10kg
ancientwarfarevehicle:ammo_iron_shot_15_30, Cannonball 15kg
ancientwarfarevehicle:ammo_iron_shot_25_45, Cannonball 25kg
ancientwarfarevehicle:ammo_canister_shot_5, Canister 5kg
ancientwarfarevehicle:ammo_canister_shot_10, Canister 10kg
ancientwarfarevehicle:ammo_canister_shot_15, Canister 15kg
ancientwarfarevehicle:ammo_canister_shot_25, Canister 25kg
ancientwarfarevehicle:ammo_grape_shot_5, Grapeshot 5kg
ancientwarfarevehicle:ammo_grape_shot_10, Grapeshot 10kg
ancientwarfarevehicle:ammo_grape_shot_15, Grapeshot 15kg
ancientwarfarevehicle:ammo_grape_shot_25, Grapeshot 25kg
ancientwarfarevehicle:ammo_arrow, Heavy Arrow
ancientwarfarevehicle:ammo_ballista_bolt, Ballista Bolt
ancientwarfarevehicle:ammo_ballista_bolt_flame, Ballista Flame Bolt
ancientwarfarevehicle:ammo_ballista_bolt_explosive, Ballista Explosive Bolt
ancientwarfarevehicle:ammo_ballista_bolt_iron, Ballista Iron Bolt
ancientwarfarevehicle:ammo_hwacha_rocket, Hwacha Rocket
ancientwarfarevehicle:ammo_hwacha_rocket_flame, Hwacha Flame Rocket
ancientwarfarevehicle:ammo_hwacha_rocket_explosive, Hwacha Explosive Rocket
ancientwarfarevehicle:ammo_hwacha_rocket_airburst, Hwacha Airburst Rocket
ancientwarfarevehicle:armor_stone, Stone Vehicle Armor
ancientwarfarevehicle:armor_iron, Iron Vehicle Armor
ancientwarfarevehicle:armor_obsidian, Obsidian Vehicle Armor
ancientwarfarevehicle:vehicle_upgrade_speed, Iron Bearings
ancientwarfarevehicle:vehicle_upgrade_aim, Basic Trajectory Calculator
ancientwarfarevehicle:vehicle_upgrade_reload, Spring-Fed Reloader
ancientwarfarevehicle:vehicle_upgrade_power, Power Upgrade
ancientwarfarevehicle:vehicle_upgrade_turret_pitch, Pitch Extension
ancientwarfarevehicle:vehicle_upgrade_pitch_up, Turret Wedge: +3'
ancientwarfarevehicle:vehicle_upgrade_pitch_down, Turret Wedge: -3'
computercraft:computer:0, Computer
computercraft:computer:16384, Advanced Computer
computercraft:command_computer:0, Command Computer
computercraft:pocket_computer:0, Pocket Computer
computercraft:pocket_computer:0, Wireless Pocket Computer
computercraft:pocket_computer:0, Ender Pocket Computer
computercraft:pocket_computer:0, Noisy Pocket Computer
computercraft:pocket_computer:1, Advanced Pocket Computer
computercraft:pocket_computer:1, Advanced Wireless Pocket Computer
computercraft:pocket_computer:1, Advanced Ender Pocket Computer
computercraft:pocket_computer:1, Advanced Noisy Pocket Computer
computercraft:turtle_expanded:0, Turtle
computercraft:turtle_expanded:0, Mining Turtle
computercraft:turtle_expanded:0, Felling Turtle
computercraft:turtle_expanded:0, Melee Turtle
computercraft:turtle_expanded:0, Digging Turtle
computercraft:turtle_expanded:0, Farming Turtle
computercraft:turtle_expanded:0, Crafty Turtle
computercraft:turtle_expanded:0, Wireless Turtle
computercraft:turtle_expanded:0, Ender Turtle
computercraft:turtle_expanded:0, Noisy Turtle
computercraft:turtle_advanced:0, Advanced Turtle
computercraft:turtle_advanced:0, Advanced Mining Turtle
computercraft:turtle_advanced:0, Advanced Felling Turtle
computercraft:turtle_advanced:0, Advanced Melee Turtle
